# RESULT,dataset,|T|,#FD,#minKeys,strategy,keyQ(answered-as-key),totalQ,ms,correct
# strategy -> paper name: topdown_dfs=LW-TD, topdown_bfs=LW-TB, bottomup_dfs=LW-BD, bottomup_bfs=LW-BB,
#   dualize=DA-BD (= dualize bottomup dfs), dualize_bottomup_bfs=DA-BB, dualize_topdown_dfs=DA-TD, dualize_topdown_bfs=DA-TB
# baselines for weather/ncvoter cited from the paper (all locally rerun baselines matched it exactly except echo)
# BORDER lines at the end give |K| (minimal keys), |K^-1| (maximal anti-keys) and the two DA question bounds
RESULT,abalone,9,54,29,topdown_dfs,35,211,51,true
RESULT,abalone,9,54,29,topdown_bfs,222,252,20,true
RESULT,abalone,9,54,29,bottomup_dfs,163,199,30,true
RESULT,abalone,9,54,29,bottomup_bfs,29,319,29,true
RESULT,abalone,9,54,29,dualize,58,155,46,true
RESULT,routes,9,15,2,topdown_dfs,8,161,18,true
RESULT,routes,9,15,2,topdown_bfs,80,84,7,true
RESULT,routes,9,15,2,bottomup_dfs,65,77,33,true
RESULT,routes,9,15,2,bottomup_bfs,2,434,27,true
RESULT,routes,9,15,2,dualize,5,33,8,true
RESULT,breast,11,43,2,topdown_dfs,8,225,35,true
RESULT,breast,11,43,2,topdown_bfs,96,101,15,true
RESULT,breast,11,43,2,bottomup_dfs,89,104,198,true
RESULT,breast,11,43,2,bottomup_bfs,2,1954,244,true
RESULT,breast,11,43,2,dualize,5,49,3,true
RESULT,echo,13,91,39,topdown_dfs,50,1208,3439,true
RESULT,echo,13,91,39,topdown_bfs,6964,6978,3000,true
RESULT,echo,13,91,39,bottomup_dfs,2750,2773,512,true
RESULT,echo,13,91,39,bottomup_bfs,39,1267,144,true
RESULT,echo,13,91,39,dualize,99,180,14,true
RESULT,bridges,13,67,3,topdown_dfs,15,2417,2763,true
RESULT,bridges,13,67,3,topdown_bfs,5632,5634,1990,true
RESULT,bridges,13,67,3,bottomup_dfs,3330,3343,1512,true
RESULT,bridges,13,67,3,bottomup_bfs,3,2563,405,true
RESULT,bridges,13,67,3,dualize,5,27,6,true
RESULT,claims,13,17,1,topdown_dfs,13,14,493,true
RESULT,claims,13,17,1,topdown_bfs,4096,4097,1102,true
RESULT,claims,13,17,1,bottomup_dfs,3073,3086,2062,true
RESULT,claims,13,17,1,bottomup_bfs,1,4097,1008,true
RESULT,claims,13,17,1,dualize,1,14,0,true
RESULT,pdbx,13,37,11,topdown_dfs,23,2260,2564,true
RESULT,pdbx,13,37,11,topdown_bfs,5404,5409,1871,true
RESULT,pdbx,13,37,11,bottomup_dfs,3324,3340,1584,true
RESULT,pdbx,13,37,11,bottomup_bfs,11,2799,488,true
RESULT,pdbx,13,37,11,dualize,18,59,6,true
RESULT,adult,15,68,2,dualize,5,109,7,true
RESULT,adult,15,68,2,topdown_dfs,7,277,31,true
RESULT,adult,15,68,2,topdown_bfs,48,58,7,true
RESULT,adult,15,68,2,bottomup_dfs,48,72,73162,true
RESULT,adult,15,68,2,bottomup_bfs,2,32722,75490,true
RESULT,hospital,15,42,12,dualize,20,66,6,true
RESULT,hospital,15,42,12,topdown_dfs,25,10249,57791,true
RESULT,hospital,15,42,12,topdown_bfs,20416,20420,37351,true
RESULT,hospital,15,42,12,bottomup_dfs,15962,15980,40145,true
RESULT,hospital,15,42,12,bottomup_bfs,12,12364,10308,true
RESULT,lineitem,16,901,390,dualize,778,1894,46188,true
